Q1_LikelihoodToStay,Q2_Age,Q3_Gender,Q4_Education,Q5_JobLevel,Q6_Department,Q7_TenureYears,Q8_SalaryBand,Q9_WeeklyHours,Q10_WorkArrangement,Q11_CommuteMin,Q12_JobSatisfaction,Q13_WorkLifeBalance,Q14_CareerGrowthSat,Q15_ManagerRelationship,Q16_CultureAlignment,Q17_ReasonsLeave,Q18_MotivatorsStay,Q19_TrainingHours,Q20_Recommend,Q21_SwitchFor15Raise,Q22_RetentionInitiatives
4,44,Female,Bachelor’s,Mid,Sales,2.2,75–120k,44,Hybrid,43,2,3,3,5,5,"Limited growth, Benefits, Culture misfit","Team culture, Flexible work, Manager support",4,Yes,Maybe,"Salary review, Wellness programs"
4,34,Female,Other,Entry,Engineering,5.2,<75k,60,Fully Remote,0,5,2,5,4,5,"Limited growth, Benefits, Low pay","Flexible work, Manager support, Benefits",10,Yes,Maybe,Mentorship
3,51,Male,Other,Mid,Engineering,0.5,75–120k,56,Hybrid,26,4,3,1,4,5,"Commute, Low pay","Growth path, Flexible work",19,Yes,No,"Flexible hours, Salary review, Mentorship"
5,29,Prefer not to say,Bachelor’s,Entry,IT Support,10.4,75–120k,30,On-site,29,5,5,5,5,4,Limited growth,Manager support,16,No,Maybe,Childcare support
4,40,Male,Diploma,Lead,Sales,9.5,120–180k,33,Fully Remote,0,3,2,3,4,5,"Limited growth, Manager conflict","Purposeful work, Other, Flexible work",2,Yes,No,Remote option
2,33,Male,Bachelor’s,Mid,Product,0.6,75–120k,45,On-site,25,1,3,3,3,2,Limited growth,"Benefits, Manager support",39,Yes,Maybe,Remote option
4,32,Male,Master’s,Mid,HR,9.6,75–120k,39,On-site,36,3,3,3,4,4,"Low pay, Workload stress, Limited growth","Growth path, Recognition",14,Yes,No,Remote option
4,20,Female,Master’s,Senior,Engineering,10.6,180–250k,61,Hybrid,30,5,2,4,2,4,"Commute, Culture misfit, Lack of flexibility","Purposeful work, Other",11,Yes,Yes,Career roadmap
4,23,Male,Bachelor’s,Senior,HR,2.7,<75k,46,On-site,35,5,3,4,4,3,Manager conflict,"Manager support, Purposeful work, Recognition",18,No,Yes,"Flexible hours, Career roadmap"
2,31,Male,Master’s,Entry,Engineering,13.3,<75k,44,On-site,28,2,2,3,4,5,Culture misfit,Competitive pay,24,Yes,Yes,"Career roadmap, Other"
4,33,Male,Master’s,Senior,Product,3.1,180–250k,55,Hybrid,20,4,5,5,4,4,Limited growth,Benefits,21,Yes,Maybe,Flexible hours
3,32,Male,Bachelor’s,Mid,Engineering,1.3,180–250k,49,On-site,35,4,4,3,2,3,Lack of flexibility,"Competitive pay, Benefits, Growth path",19,No,Maybe,Flexible hours
4,38,Male,Master’s,Mid,Sales,0.5,120–180k,47,On-site,43,4,4,5,2,3,"Limited growth, Benefits","Purposeful work, Benefits, Other",16,Yes,Yes,"Other, Salary review"
4,47,Prefer not to say,Bachelor’s,Mid,Engineering,0.8,75–120k,33,Hybrid,32,4,3,3,5,3,"Benefits, Manager conflict","Competitive pay, Team culture, Other",17,No,No,Other
3,39,Female,Doctorate,Mid,Engineering,8.3,120–180k,36,On-site,35,4,3,4,4,4,"Low pay, Lack of flexibility, Culture misfit",Growth path,12,No,Maybe,"Career roadmap, Remote option"
3,22,Male,Bachelor’s,Management,Sales,3.7,>250k,60,On-site,31,4,2,5,2,4,"Low pay, Benefits","Manager support, Other",30,No,Maybe,Wellness programs
3,45,Female,Diploma,Lead,Marketing,1.0,120–180k,53,On-site,28,4,1,2,4,4,Limited growth,"Purposeful work, Recognition",9,Yes,Maybe,"Salary review, Wellness programs"
2,33,Female,Master’s,Entry,IT Support,0.2,75–120k,48,On-site,19,3,1,2,2,3,"Limited growth, Commute","Purposeful work, Team culture",22,No,Yes,"Other, Salary review, Flexible hours"
3,25,Female,Doctorate,Mid,Marketing,4.8,180–250k,40,On-site,30,2,3,4,4,3,"Culture misfit, Limited growth","Other, Recognition, Team culture",16,Yes,Yes,"Wellness programs, Childcare support"
2,31,Male,Bachelor’s,Mid,Marketing,4.6,75–120k,43,On-site,60,4,4,1,4,2,Lack of flexibility,"Recognition, Other, Benefits",22,No,No,Mentorship
3,47,Male,Master’s,Senior,IT Support,0.6,75–120k,49,Fully Remote,0,2,4,4,1,4,Culture misfit,Benefits,29,Yes,Maybe,"Wellness programs, Childcare support, Remote option"
4,27,Female,Bachelor’s,Lead,Engineering,2.6,120–180k,47,On-site,36,5,4,3,4,5,Manager conflict,"Purposeful work, Manager support",28,Yes,Maybe,"Mentorship, Salary review"
3,28,Female,Other,Mid,Sales,1.2,75–120k,51,On-site,45,3,4,3,2,1,"Limited growth, Workload stress, Manager conflict",Growth path,0,No,Yes,Career roadmap
3,37,Male,Bachelor’s,Senior,Engineering,3.7,120–180k,45,Hybrid,36,4,1,4,3,4,"Limited growth, Lack of flexibility, Manager conflict",Flexible work,13,Yes,Yes,"Salary review, Mentorship"
3,34,Male,Bachelor’s,Mid,Engineering,8.4,75–120k,41,Hybrid,34,3,2,4,3,4,"Manager conflict, Commute",Purposeful work,42,Yes,No,"Other, Career roadmap, Mentorship"
2,41,Female,Diploma,Mid,Sales,2.3,180–250k,33,Fully Remote,0,5,1,1,2,3,Manager conflict,Competitive pay,24,Yes,No,Flexible hours
3,26,Male,Bachelor’s,Mid,Product,3.4,>250k,32,Fully Remote,0,2,2,5,3,4,"Benefits, Other, Manager conflict",Recognition,45,No,Yes,"Other, Flexible hours"
3,29,Male,Master’s,Senior,IT Support,2.1,120–180k,49,Hybrid,33,4,4,3,2,4,"Low pay, Limited growth",Other,32,Yes,Yes,"Career roadmap, Childcare support, Wellness programs"
4,44,Female,Bachelor’s,Mid,Product,1.0,180–250k,55,Fully Remote,0,5,3,4,4,4,Lack of flexibility,"Flexible work, Competitive pay",23,Yes,No,Remote option
3,42,Female,Master’s,Mid,Finance,2.4,75–120k,34,Fully Remote,0,4,3,3,4,2,Lack of flexibility,"Competitive pay, Manager support",35,Yes,Maybe,Salary review
4,38,Male,Bachelor’s,Senior,Engineering,6.5,180–250k,38,Hybrid,33,4,2,5,4,2,Workload stress,Growth path,4,No,No,"Other, Wellness programs"
3,39,Male,Master’s,Entry,Engineering,1.7,<75k,44,On-site,25,4,3,4,1,4,"Low pay, Lack of flexibility","Benefits, Manager support",31,Yes,Maybe,"Salary review, Flexible hours, Mentorship"
3,39,Female,Bachelor’s,Lead,Product,6.3,120–180k,42,On-site,28,1,3,2,4,4,Benefits,"Recognition, Growth path",31,No,Maybe,"Flexible hours, Remote option, Wellness programs"
4,31,Female,Master’s,Senior,Engineering,2.8,180–250k,50,Fully Remote,0,4,3,3,4,5,"Workload stress, Commute, Lack of flexibility","Benefits, Purposeful work",22,No,Yes,"Career roadmap, Flexible hours"
3,20,Female,Bachelor’s,Senior,Marketing,1.3,180–250k,51,On-site,19,3,3,4,4,5,"Culture misfit, Lack of flexibility","Growth path, Competitive pay",31,Yes,No,"Remote option, Career roadmap"
4,31,Male,Bachelor’s,Mid,Marketing,1.3,120–180k,45,Hybrid,38,2,5,3,4,5,"Limited growth, Commute",Manager support,35,Yes,Maybe,"Flexible hours, Salary review, Mentorship"
4,34,Male,Bachelor’s,Mid,Sales,1.1,75–120k,52,On-site,107,5,4,2,4,5,Lack of flexibility,"Other, Flexible work",7,No,No,Mentorship
4,22,Female,Bachelor’s,Lead,Marketing,1.5,>250k,39,Hybrid,32,2,4,4,5,2,"Manager conflict, Benefits","Purposeful work, Growth path",6,No,Maybe,"Career roadmap, Flexible hours, Other"
4,41,Female,Master’s,Entry,Engineering,7.4,<75k,46,On-site,13,3,5,3,1,2,Commute,Purposeful work,9,Yes,No,Career roadmap
3,41,Female,Bachelor’s,Mid,Engineering,5.2,120–180k,47,On-site,36,2,2,3,4,4,"Limited growth, Workload stress","Manager support, Benefits, Team culture",30,No,Maybe,"Wellness programs, Mentorship"
4,36,Female,Bachelor’s,Mid,Engineering,2.7,180–250k,43,Fully Remote,0,3,4,4,4,3,"Low pay, Benefits, Other",Team culture,15,Yes,Yes,"Remote option, Career roadmap"
3,43,Female,Bachelor’s,Entry,Finance,0.4,<75k,44,On-site,30,3,4,3,3,3,"Workload stress, Benefits","Competitive pay, Manager support, Purposeful work",28,Yes,Maybe,Flexible hours
3,30,Male,Master’s,Mid,IT Support,2.4,75–120k,41,Hybrid,37,5,3,3,4,2,Commute,"Manager support, Benefits, Purposeful work",27,No,Yes,"Salary review, Wellness programs, Flexible hours"
4,23,Male,Diploma,Senior,Marketing,7.5,120–180k,55,On-site,35,3,3,5,4,5,"Workload stress, Commute, Lack of flexibility","Competitive pay, Manager support",26,Yes,Yes,Salary review
3,28,Female,Master’s,Mid,Sales,1.6,120–180k,52,On-site,51,5,3,3,5,5,Culture misfit,Other,24,Yes,Maybe,Career roadmap
3,30,Female,Master’s,Lead,Engineering,1.1,180–250k,30,On-site,30,2,5,4,4,3,"Commute, Culture misfit, Benefits","Growth path, Purposeful work, Other",15,Yes,No,"Mentorship, Flexible hours, Career roadmap"
3,27,Female,Master’s,Senior,Engineering,6.5,180–250k,39,On-site,32,3,3,3,2,4,"Limited growth, Culture misfit, Workload stress","Team culture, Purposeful work, Recognition",19,Yes,Maybe,"Childcare support, Flexible hours"
4,38,Male,Diploma,Senior,Engineering,10.6,180–250k,52,Fully Remote,0,5,3,4,5,3,Commute,Manager support,27,No,No,Other
2,31,Female,Bachelor’s,Senior,Sales,2.5,120–180k,76,Hybrid,30,4,2,3,2,3,"Manager conflict, Lack of flexibility, Culture misfit","Purposeful work, Growth path, Manager support",0,Yes,Yes,"Wellness programs, Mentorship, Other"
3,43,Male,Doctorate,Entry,IT Support,15.2,75–120k,55,On-site,20,2,4,2,5,2,"Limited growth, Culture misfit","Manager support, Flexible work",37,No,Maybe,"Career roadmap, Flexible hours, Wellness programs"
5,39,Female,Doctorate,Mid,Sales,1.8,75–120k,38,On-site,44,3,4,5,4,4,"Limited growth, Low pay",Flexible work,26,Yes,Yes,"Other, Remote option"
3,44,Male,Bachelor’s,Lead,Finance,3.2,120–180k,42,Hybrid,22,2,2,2,4,4,Limited growth,Purposeful work,3,Yes,Maybe,Salary review
3,32,Female,Other,Senior,IT Support,2.9,<75k,36,On-site,39,4,3,3,3,3,"Low pay, Workload stress","Growth path, Manager support",5,No,No,"Mentorship, Flexible hours, Remote option"
4,30,Male,Master’s,Entry,Engineering,2.3,<75k,32,On-site,56,2,2,5,5,3,"Other, Manager conflict",Competitive pay,35,Yes,Maybe,Salary review
2,43,Female,Diploma,Entry,Engineering,7.5,75–120k,38,On-site,31,3,4,3,2,4,"Limited growth, Lack of flexibility, Other","Other, Manager support, Growth path",15,Yes,Yes,"Wellness programs, Remote option"
3,36,Female,Bachelor’s,Lead,IT Support,9.5,>250k,36,On-site,12,4,4,4,2,3,"Benefits, Limited growth","Growth path, Flexible work, Purposeful work",25,Yes,Yes,"Mentorship, Salary review"
3,32,Male,Master’s,Mid,Engineering,4.6,<75k,45,On-site,32,4,2,4,5,5,"Benefits, Lack of flexibility",Flexible work,7,Yes,Yes,"Mentorship, Childcare support, Career roadmap"
3,37,Male,Doctorate,Entry,Engineering,14.5,<75k,45,On-site,23,2,4,3,4,3,"Limited growth, Culture misfit, Workload stress","Competitive pay, Other, Flexible work",27,Yes,Yes,Remote option
3,43,Male,Bachelor’s,Mid,Marketing,3.7,<75k,43,On-site,23,3,3,2,2,5,Manager conflict,"Growth path, Competitive pay",16,Yes,Yes,"Flexible hours, Career roadmap"
3,32,Female,Bachelor’s,Mid,Sales,4.2,120–180k,41,On-site,12,5,2,5,3,3,"Other, Manager conflict","Benefits, Purposeful work, Recognition",19,No,No,Salary review
3,33,Male,Bachelor’s,Entry,Engineering,2.7,<75k,49,On-site,11,3,4,3,4,4,"Benefits, Low pay, Commute","Competitive pay, Purposeful work",16,Yes,Yes,"Childcare support, Career roadmap"
4,36,Female,Bachelor’s,Mid,Engineering,2.6,120–180k,32,Hybrid,36,3,4,4,3,4,"Lack of flexibility, Manager conflict","Purposeful work, Competitive pay",20,Yes,Maybe,Mentorship
4,33,Female,Bachelor’s,Entry,Marketing,8.4,75–120k,48,On-site,56,5,3,4,4,4,Low pay,"Recognition, Competitive pay, Manager support",24,Yes,Maybe,"Salary review, Remote option"
2,47,Female,Doctorate,Entry,Engineering,5.6,<75k,39,Hybrid,29,3,1,3,3,5,"Benefits, Culture misfit, Lack of flexibility",Growth path,22,No,No,Other
4,33,Female,Bachelor’s,Mid,Finance,5.4,120–180k,38,Fully Remote,0,4,3,5,3,4,Culture misfit,"Team culture, Benefits, Purposeful work",28,No,Maybe,Career roadmap
4,30,Male,Bachelor’s,Entry,IT Support,9.5,<75k,34,Hybrid,39,4,4,4,5,4,"Culture misfit, Commute",Recognition,27,No,Maybe,"Mentorship, Remote option, Wellness programs"
3,32,Male,Bachelor’s,Mid,Engineering,2.4,<75k,46,On-site,36,5,5,5,2,3,Manager conflict,"Manager support, Other, Competitive pay",3,No,Yes,"Career roadmap, Other"
4,36,Male,Other,Senior,Finance,7.8,>250k,46,On-site,49,3,5,5,4,3,"Benefits, Culture misfit, Low pay","Purposeful work, Manager support",28,Yes,Maybe,Childcare support
4,41,Male,Bachelor’s,Entry,HR,2.8,<75k,30,On-site,13,3,5,5,5,5,Lack of flexibility,"Recognition, Competitive pay",14,No,Yes,"Childcare support, Other"
3,27,Female,Master’s,Mid,Product,6.6,180–250k,57,Fully Remote,0,5,1,3,4,3,Other,"Team culture, Manager support",16,No,Maybe,"Career roadmap, Flexible hours, Mentorship"
4,32,Female,Other,Mid,Engineering,6.2,120–180k,52,Fully Remote,0,4,4,3,4,3,Commute,"Team culture, Growth path, Manager support",15,Yes,Yes,"Childcare support, Salary review, Career roadmap"
3,35,Female,Bachelor’s,Mid,Product,0.9,75–120k,44,Hybrid,33,2,4,5,5,5,"Low pay, Limited growth, Workload stress","Benefits, Team culture, Purposeful work",25,Yes,Maybe,"Salary review, Mentorship"
4,24,Female,Doctorate,Mid,Engineering,4.4,120–180k,49,Hybrid,26,4,4,1,5,4,"Low pay, Limited growth","Other, Benefits",20,Yes,Maybe,"Career roadmap, Remote option"
4,35,Female,Master’s,Senior,Engineering,2.3,>250k,53,On-site,16,5,2,4,3,3,"Low pay, Manager conflict, Other","Competitive pay, Flexible work, Benefits",11,Yes,Maybe,"Salary review, Career roadmap"
4,31,Male,Bachelor’s,Entry,IT Support,7.3,120–180k,37,Hybrid,41,4,2,5,4,4,"Low pay, Lack of flexibility","Competitive pay, Recognition, Flexible work",45,Yes,Yes,Flexible hours
4,35,Male,Bachelor’s,Senior,Marketing,0.8,120–180k,38,On-site,27,2,5,4,2,1,"Limited growth, Benefits","Flexible work, Competitive pay",15,No,No,"Childcare support, Wellness programs"
2,35,Male,Master’s,Management,Sales,6.3,180–250k,56,Fully Remote,0,4,3,2,3,4,Workload stress,"Competitive pay, Team culture",12,No,Yes,Flexible hours
5,41,Female,Master’s,Mid,Engineering,2.6,75–120k,45,On-site,34,3,3,3,5,4,"Lack of flexibility, Manager conflict, Culture misfit","Competitive pay, Flexible work, Recognition",23,Yes,Maybe,Mentorship
4,24,Male,Bachelor’s,Senior,Sales,1.8,120–180k,41,Hybrid,21,4,3,4,3,4,"Limited growth, Low pay, Commute","Other, Manager support",13,Yes,No,"Career roadmap, Flexible hours, Remote option"
3,35,Male,Bachelor’s,Entry,HR,9.3,75–120k,50,Fully Remote,0,3,3,4,3,1,"Lack of flexibility, Limited growth","Recognition, Manager support, Benefits",29,Yes,Maybe,Wellness programs
4,36,Male,Diploma,Mid,Engineering,0.3,120–180k,47,On-site,30,4,3,5,3,3,Culture misfit,"Recognition, Flexible work",16,Yes,Yes,"Remote option, Career roadmap"
5,46,Male,Bachelor’s,Entry,Sales,1.2,<75k,38,On-site,28,2,4,4,5,2,"Other, Workload stress","Manager support, Recognition, Growth path",26,Yes,Maybe,Childcare support
4,31,Male,Master’s,Mid,Engineering,4.8,75–120k,35,On-site,34,4,4,5,1,5,Low pay,"Competitive pay, Flexible work",33,Yes,Maybe,"Childcare support, Mentorship, Remote option"
3,42,Female,Bachelor’s,Entry,Sales,3.3,<75k,55,Hybrid,41,4,3,5,4,4,"Lack of flexibility, Limited growth","Competitive pay, Growth path, Benefits",33,No,Yes,"Other, Wellness programs"
3,40,Male,Master’s,Mid,Sales,1.4,75–120k,53,Fully Remote,0,3,3,4,4,4,Workload stress,"Other, Growth path, Manager support",10,Yes,Maybe,"Other, Mentorship"
2,21,Male,Bachelor’s,Senior,Engineering,8.2,<75k,42,Hybrid,43,3,4,1,5,2,Manager conflict,"Manager support, Benefits",27,Yes,Maybe,"Childcare support, Remote option, Other"
3,33,Female,Bachelor’s,Mid,Sales,1.7,<75k,33,On-site,20,4,3,4,1,3,"Manager conflict, Benefits, Commute","Benefits, Growth path",1,Yes,Maybe,"Career roadmap, Mentorship"
3,34,Male,Other,Mid,Engineering,2.7,<75k,35,On-site,20,3,5,3,4,4,"Limited growth, Manager conflict, Lack of flexibility","Flexible work, Growth path",16,No,Maybe,Salary review
4,23,Male,Bachelor’s,Mid,Engineering,3.2,75–120k,53,Fully Remote,0,4,4,5,4,2,"Manager conflict, Low pay, Other",Benefits,25,No,No,"Childcare support, Wellness programs, Mentorship"
4,51,Female,Bachelor’s,Senior,Engineering,6.2,75–120k,55,On-site,44,3,4,5,1,4,"Limited growth, Culture misfit, Manager conflict","Team culture, Growth path",34,No,No,"Flexible hours, Remote option, Salary review"
5,38,Male,Other,Entry,Sales,1.3,120–180k,42,On-site,36,5,4,1,4,4,"Commute, Culture misfit","Other, Growth path, Benefits",41,No,Maybe,Childcare support
4,38,Prefer not to say,Bachelor’s,Mid,Engineering,4.6,>250k,48,Hybrid,53,4,4,5,3,5,"Low pay, Other, Limited growth",Purposeful work,20,Yes,Yes,Career roadmap
4,21,Female,Master’s,Mid,Marketing,10.1,75–120k,55,Hybrid,31,3,4,4,5,3,Manager conflict,"Growth path, Recognition, Competitive pay",20,Yes,Maybe,"Mentorship, Wellness programs, Flexible hours"
4,20,Male,Diploma,Mid,Engineering,2.2,180–250k,37,Hybrid,26,5,4,4,4,4,Lack of flexibility,"Other, Flexible work",32,No,Maybe,"Other, Mentorship"
4,30,Female,Bachelor’s,Entry,Product,9.2,<75k,45,Fully Remote,0,4,3,5,4,4,"Commute, Limited growth",Growth path,10,No,Yes,"Childcare support, Mentorship"
4,38,Female,Bachelor’s,Mid,Engineering,3.2,<75k,40,Fully Remote,0,4,3,2,4,5,"Lack of flexibility, Limited growth","Purposeful work, Flexible work",24,Yes,Maybe,"Childcare support, Wellness programs"
3,20,Male,Other,Senior,Marketing,12.9,<75k,35,On-site,32,2,5,3,3,3,"Low pay, Lack of flexibility","Benefits, Purposeful work",26,Yes,Maybe,"Career roadmap, Salary review"
4,58,Female,Bachelor’s,Senior,Engineering,6.0,120–180k,54,Hybrid,48,2,5,5,4,4,"Culture misfit, Benefits",Flexible work,25,No,Maybe,Wellness programs
3,20,Female,Other,Lead,Engineering,1.8,120–180k,36,On-site,46,4,5,1,1,4,"Limited growth, Lack of flexibility","Other, Growth path",26,Yes,Maybe,"Mentorship, Flexible hours"
4,34,Male,Bachelor’s,Lead,IT Support,3.8,180–250k,45,Fully Remote,0,3,4,5,2,4,"Workload stress, Lack of flexibility","Purposeful work, Recognition",20,Yes,Yes,Salary review
4,43,Male,Bachelor’s,Senior,Marketing,7.1,120–180k,43,On-site,46,3,4,3,4,4,"Low pay, Workload stress","Team culture, Competitive pay",21,No,No,Salary review
4,40,Female,Bachelor’s,Mid,Marketing,3.2,75–120k,51,On-site,29,4,4,3,4,5,Commute,Growth path,12,No,No,"Childcare support, Salary review, Other"
5,34,Non-binary,Master’s,Mid,Engineering,3.0,180–250k,43,Hybrid,40,4,5,5,3,5,"Benefits, Manager conflict, Other","Team culture, Benefits, Recognition",25,Yes,Maybe,"Other, Flexible hours"
2,30,Female,Doctorate,Mid,Sales,3.8,75–120k,39,Hybrid,26,4,2,4,1,2,"Limited growth, Manager conflict","Other, Team culture",17,No,Maybe,"Mentorship, Other, Salary review"
5,34,Male,Master’s,Senior,Engineering,11.6,180–250k,52,Fully Remote,0,5,5,4,4,4,"Limited growth, Culture misfit, Other","Competitive pay, Purposeful work, Manager support",25,Yes,Yes,"Flexible hours, Wellness programs, Remote option"
3,40,Male,Master’s,Management,HR,2.9,>250k,41,On-site,9,3,3,3,4,5,Manager conflict,"Recognition, Growth path",10,Yes,Maybe,"Mentorship, Salary review"
4,39,Male,Master’s,Mid,Marketing,4.6,75–120k,39,Hybrid,20,5,4,4,4,3,Low pay,"Purposeful work, Competitive pay",20,Yes,Yes,"Other, Career roadmap, Mentorship"
3,38,Male,Diploma,Senior,HR,0.9,75–120k,49,Fully Remote,0,3,2,3,3,4,"Culture misfit, Limited growth, Low pay","Growth path, Purposeful work",18,Yes,No,"Flexible hours, Other, Childcare support"
4,32,Female,Diploma,Management,Marketing,3.6,180–250k,40,Fully Remote,0,5,4,2,4,4,"Culture misfit, Workload stress","Other, Manager support, Growth path",27,Yes,Yes,"Salary review, Remote option"
3,32,Female,Bachelor’s,Mid,Engineering,3.4,<75k,32,On-site,26,5,4,4,1,3,"Other, Lack of flexibility","Benefits, Flexible work, Growth path",6,Yes,Yes,"Wellness programs, Career roadmap, Childcare support"
4,32,Non-binary,Diploma,Senior,Other,2.1,120–180k,41,Fully Remote,0,5,4,4,4,4,"Workload stress, Other, Commute","Manager support, Competitive pay, Flexible work",15,Yes,No,Salary review
3,49,Male,Master’s,Mid,Engineering,5.9,<75k,52,Hybrid,34,2,4,4,3,5,"Limited growth, Low pay","Manager support, Flexible work, Competitive pay",17,Yes,No,Wellness programs
4,26,Female,Other,Entry,Sales,1.6,<75k,45,Hybrid,45,2,5,4,5,3,"Commute, Lack of flexibility","Purposeful work, Team culture, Manager support",30,Yes,No,Remote option
2,42,Male,Doctorate,Senior,IT Support,5.3,120–180k,55,Fully Remote,0,3,2,4,4,3,"Limited growth, Workload stress, Benefits","Purposeful work, Benefits, Team culture",17,Yes,Yes,"Other, Flexible hours"
4,28,Female,Master’s,Senior,Engineering,7.8,120–180k,52,On-site,24,5,2,2,5,4,"Workload stress, Other, Limited growth","Competitive pay, Benefits",51,No,Yes,Other
4,30,Male,Bachelor’s,Lead,Sales,4.4,180–250k,45,On-site,23,4,5,4,2,3,Other,"Purposeful work, Other",27,Yes,Yes,"Wellness programs, Career roadmap, Salary review"
3,36,Male,Other,Senior,IT Support,9.3,120–180k,32,Hybrid,42,3,2,3,4,5,"Workload stress, Benefits","Manager support, Other, Benefits",41,Yes,Yes,"Childcare support, Wellness programs, Remote option"
5,35,Female,Master’s,Mid,Sales,7.0,<75k,46,On-site,30,5,5,4,3,3,"Benefits, Manager conflict","Other, Recognition, Manager support",23,No,Maybe,Mentorship
2,34,Female,Doctorate,Senior,Finance,3.1,120–180k,80,Hybrid,28,3,1,3,4,3,"Commute, Low pay","Team culture, Competitive pay, Benefits",21,Yes,Yes,Career roadmap
5,33,Male,Bachelor’s,Mid,Product,9.9,120–180k,49,On-site,14,5,5,4,4,5,"Culture misfit, Other, Manager conflict",Manager support,29,Yes,No,"Flexible hours, Salary review, Remote option"
4,47,Female,Master’s,Senior,Engineering,8.7,75–120k,30,Fully Remote,0,4,4,3,5,4,"Workload stress, Other, Low pay","Growth path, Competitive pay",24,No,Maybe,"Flexible hours, Childcare support"
3,20,Female,Bachelor’s,Lead,IT Support,3.7,>250k,45,On-site,11,1,2,1,4,3,Lack of flexibility,"Benefits, Flexible work, Team culture",15,Yes,Yes,Childcare support
3,38,Non-binary,Bachelor’s,Mid,Engineering,2.0,>250k,39,On-site,23,4,3,4,2,3,"Workload stress, Commute, Low pay",Manager support,14,Yes,Yes,"Childcare support, Flexible hours, Wellness programs"
2,34,Female,Bachelor’s,Senior,Product,1.7,120–180k,79,On-site,38,4,1,4,2,4,Lack of flexibility,"Growth path, Manager support",25,No,Maybe,Flexible hours
3,43,Male,Bachelor’s,Lead,Sales,9.6,75–120k,47,Hybrid,47,4,4,4,3,3,Manager conflict,"Benefits, Manager support, Competitive pay",27,No,No,"Mentorship, Wellness programs"
4,36,Male,Bachelor’s,Senior,Engineering,5.8,75–120k,49,Hybrid,7,4,4,1,5,5,Commute,Benefits,11,No,No,"Mentorship, Flexible hours"
3,45,Female,Bachelor’s,Lead,Engineering,5.2,180–250k,30,On-site,30,3,3,3,4,4,"Lack of flexibility, Other","Other, Manager support, Purposeful work",31,No,Yes,Childcare support
5,23,Male,Bachelor’s,Senior,Engineering,16.5,180–250k,45,Hybrid,46,3,5,4,4,5,"Commute, Manager conflict, Workload stress","Other, Team culture, Competitive pay",17,Yes,No,Other
3,38,Male,Bachelor’s,Entry,Engineering,5.2,<75k,40,Hybrid,46,4,4,4,4,4,"Workload stress, Culture misfit","Benefits, Other, Team culture",24,Yes,No,Wellness programs
4,22,Male,Bachelor’s,Entry,Sales,4.4,75–120k,55,On-site,117,2,5,3,5,1,"Lack of flexibility, Other","Growth path, Flexible work, Manager support",34,Yes,Yes,Salary review
3,42,Female,Bachelor’s,Mid,Marketing,12.3,<75k,40,Hybrid,40,2,3,3,3,3,"Benefits, Culture misfit, Other",Team culture,32,Yes,No,"Childcare support, Remote option"
4,49,Male,Doctorate,Entry,Finance,2.0,<75k,40,Hybrid,39,3,4,5,3,4,"Limited growth, Benefits, Manager conflict","Purposeful work, Competitive pay",14,Yes,No,"Mentorship, Career roadmap"
4,21,Male,Master’s,Senior,Sales,1.9,180–250k,50,Fully Remote,0,4,3,5,3,4,Limited growth,"Flexible work, Benefits",30,Yes,Yes,Remote option
4,40,Female,Bachelor’s,Mid,Engineering,6.3,75–120k,36,On-site,24,2,5,4,3,4,Benefits,Recognition,26,Yes,Yes,"Salary review, Mentorship"
4,32,Male,Diploma,Management,Engineering,3.5,>250k,41,On-site,31,4,3,4,3,5,Culture misfit,"Purposeful work, Manager support, Benefits",39,No,No,"Remote option, Other"
3,30,Male,Bachelor’s,Mid,Engineering,2.3,>250k,46,On-site,15,3,4,5,3,2,"Benefits, Other, Commute",Benefits,9,No,Yes,"Salary review, Flexible hours, Career roadmap"
3,28,Male,Bachelor’s,Mid,Engineering,4.2,75–120k,39,On-site,43,3,3,1,3,5,Benefits,Recognition,11,Yes,Maybe,Career roadmap
4,36,Male,Master’s,Mid,Sales,5.9,120–180k,30,Hybrid,54,4,5,3,3,5,"Commute, Benefits","Manager support, Competitive pay, Flexible work",21,Yes,Maybe,Childcare support
4,49,Male,Master’s,Entry,Product,3.8,<75k,48,Hybrid,32,4,5,4,4,4,"Limited growth, Benefits, Culture misfit",Flexible work,31,Yes,Yes,"Other, Salary review"
4,47,Female,Master’s,Mid,Marketing,5.1,75–120k,47,Hybrid,5,4,5,4,4,4,"Benefits, Commute","Growth path, Manager support, Team culture",31,Yes,Maybe,"Wellness programs, Salary review"
4,26,Male,Master’s,Lead,Engineering,3.1,120–180k,45,Hybrid,30,4,4,2,4,4,"Limited growth, Workload stress, Low pay","Team culture, Recognition",27,Yes,No,"Childcare support, Salary review"
4,34,Male,Bachelor’s,Senior,Engineering,4.2,75–120k,45,On-site,51,2,4,3,3,4,Lack of flexibility,"Purposeful work, Benefits",0,No,Maybe,Career roadmap
2,40,Male,Bachelor’s,Senior,HR,2.0,75–120k,81,On-site,36,4,1,4,1,3,Limited growth,"Competitive pay, Purposeful work",19,Yes,Maybe,Remote option
4,29,Male,Master’s,Mid,HR,3.5,75–120k,49,On-site,31,1,4,5,5,4,"Manager conflict, Culture misfit",Growth path,41,Yes,Maybe,"Flexible hours, Mentorship, Career roadmap"
